ID,Species,Family,bt.family,Figures
usnm_167720_Hypoclinemus_mentalis_radiograph,Hypoclinemus_mentalis,Achiridae,Achiridae,H. men
usnm_169911_Platophrys_bermuda_radiograph_2,Platophrys,Bothidae,Bothidae,P. 
usnm_169911_Platophrys_bermuda_radiograph_3,Platophrys,Bothidae,Bothidae,P. 
usnm_176808_Pelotretus_flavilatus_radiograph_1,Pelotretis_flavilatus,Rhombosoleidae,Rhombosoleidae,P. fla
usnm_176808_Pelotretus_flavilatus_radiograph_2,Pelotretis_flavilatus,Rhombosoleidae,Rhombosoleidae,P. fla
usnm_176808_Pelotretus_flavilatus_radiograph_3,Pelotretis_flavilatus,Rhombosoleidae,Rhombosoleidae,P. fla
usnm_176810_Rhombosolea_plebeia_radiograph,Rhombosolea_plebeia,Rhombosoleidae,Rhombosoleidae,R. ple
usnm_176810_Rhombosolea_plebeia_radiograph_1,Rhombosolea_plebeia,Rhombosoleidae,Rhombosoleidae,R. ple
usnm_176810_Rhombosolea_plebeia_radiograph_2,Rhombosolea_plebeia,Rhombosoleidae,Rhombosoleidae,R. ple
usnm_00187656_Embassichthys_bathybius_radiograph,Embassichthys_bathybius,Pleuronectidae,Pleuronectidae,E. bat
usnm_191555_Hypoclinemus_mentalis_radiograph_1,Hypoclinemus_mentalis,Achiridae,Achiridae,H. men
usnm_191555_Hypoclinemus_mentalis_radiograph_2,Hypoclinemus_mentalis,Achiridae,Achiridae,H. men
usnm_197577_Leuronectes_platessa_radiograph_1,Pleuronectes_platessa,Pleuronectidae,Pleuronectidae,P. pla
usnm_197577_Leuronectes_platessa_radiograph_2,Pleuronectes_platessa,Pleuronectidae,Pleuronectidae,P. pla
usnm_197577_Leuronectes_platessa_radiograph_3,Pleuronectes_platessa,Pleuronectidae,Pleuronectidae,P. pla
usnm_00197612_Drepanopsetta_platessoides_radiograph_1,Hippoglossoides_platessoides,Pleuronectidae,Pleuronectidae,H. pla
usnm_00197612_Drepanopsetta_platessoides_radiograph_2,Hippoglossoides_platessoides,Pleuronectidae,Pleuronectidae,H. pla
usnm_00197612_Drepanopsetta_platessoides_radiograph_3,Hippoglossoides_platessoides,Pleuronectidae,Pleuronectidae,H. pla
usnm_218768_Parachirus_xenicus_radiograph_2,Parachirus_xenicus,Soleidae,Soleidae,P. xen
usnm_218768_Parachirus_xenicus_radiograph_3,Parachirus_xenicus,Soleidae,Soleidae,P. xen
usnm_236108_Liachirus_melanospilus_radiograph_1,Liachirus_melanospilus,Soleidae,Soleidae,L. mel
usnm_236108_Liachirus_melanospilus_radiograph_2,Liachirus_melanospilus,Soleidae,Soleidae,L. mel
usnm_236108_Liachirus_melanospilus_radiograph_3,Liachirus_melanospilus,Soleidae,Soleidae,L. mel
usnm_260366_Asterorhombus_fijiensis_radiograph,Asterorhombus_cocosensis,Bothidae,Bothidae,A. coc
usnm_260366_Asterorhombus_fijiensis_radiograph_1,Asterorhombus_cocosensis,Bothidae,Bothidae,A. coc
usnm_260366_Asterorhombus_fijiensis_radiograph_2,Asterorhombus_cocosensis,Bothidae,Bothidae,A. coc
usnm_260395_Crossorhombus_azureus_radiograph_1,Crossorhombus_azureus,Bothidae,Bothidae,C. azu
usnm_260395_Crossorhombus_azureus_radiograph_2,Crossorhombus_azureus,Bothidae,Bothidae,C. azu
usnm_260395_Crossorhombus_azureus_radiograph_3,Crossorhombus_azureus,Bothidae,Bothidae,C. azu
usnm_260446_Psettine_gigantea_radiograph,Psettina_gigantea,Bothidae,Bothidae,P. gig
usnm_260448_Grammatobothus_polyophthalmus_radiograph,Grammatobothus_polyophthalmus,Bothidae,Bothidae,G. pol
usnm_260449_Grammatobothus_polyophthalmus_radiograph,Grammatobothus_polyophthalmus,Bothidae,Bothidae,G. pol
usnm_260481_Grammatobothus_polyophthalmus_radiograph,Grammatobothus_polyophthalmus,Bothidae,Bothidae,G. pol
usnm_260482_Psettina_gigantea_radiograph,Psettina_gigantea,Bothidae,Bothidae,P. gig
usnm_261360_Glyptocephalus_cynoglossus_radiograph,Glyptocephalus_cynoglossus,Pleuronectidae,Pleuronectidae,G. cyn
usnm_261360_Glyptocephalus_cynoglossus_radiograph_1,Glyptocephalus_cynoglossus,Pleuronectidae,Pleuronectidae,G. cyn
usnm_261526_Brachypleura_novaezeelandiae_radiograph_1,Brachypleura_novaezeelandiae,Citharidae,Citharidae,B. nov
usnm_261526_Brachypleura_novaezeelandiae_radiograph_2,Brachypleura_novaezeelandiae,Citharidae,Citharidae,B. nov
usnm_261526_Brachypleura_novaezeelandiae_radiograph_3,Brachypleura_novaezeelandiae,Citharidae,Citharidae,B. nov
usnm_261527_Glyptocephalys_cynoglossus_radiograph_1,Glyptocephalus_cynoglossus,Pleuronectidae,Pleuronectidae,G. cyn
usnm_261527_Glyptocephalys_cynoglossus_radiograph_2,Glyptocephalus_cynoglossus,Pleuronectidae,Pleuronectidae,G. cyn
usnm_261527_Glyptocephalys_cynoglossus_radiograph_3,Glyptocephalus_cynoglossus,Pleuronectidae,Pleuronectidae,G. cyn
usnm_261534_Limanda_limanda_radiograph_1,Limanda_limanda,Pleuronectidae,Pleuronectidae,L. lim
usnm_261534_Limanda_limanda_radiograph_2,Limanda_limanda,Pleuronectidae,Pleuronectidae,L. lim
usnm_261534_Limanda_limanda_radiograph_3,Limanda_limanda,Pleuronectidae,Pleuronectidae,L. lim
usnm_274741_Vanstraelenia_chiropthalmus_radiograph_1,Vanstraelenia_chirophthalma,Soleidae,Soleidae,V. chi
usnm_274741_Vanstraelenia_chiropthalmus_radiograph_4,Vanstraelenia_chirophthalma,Soleidae,Soleidae,V. chi
usnm_274741_Vanstraelenia_chiropthalmus_radiograph_5,Vanstraelenia_chirophthalma,Soleidae,Soleidae,V. chi
usnm_274752_Microchirus_frechkopi_radiograph_1,Microchirus_frechkopi,Soleidae,Soleidae,M. fre
usnm_274752_Microchirus_frechkopi_radiograph_2,Microchirus_frechkopi,Soleidae,Soleidae,M. fre
usnm_274759_Microchirus_frechkopi_radiograph,Microchirus_frechkopi,Soleidae,Soleidae,M. fre
usnm_282031_Arnoglossus_blachei_radiograph_1,Arnoglossus_imperialis,Bothidae,Bothidae,A. imp
usnm_282031_Arnoglossus_blachei_radiograph_2,Arnoglossus_imperialis,Bothidae,Bothidae,A. imp
usnm_282031_Arnoglossus_blachei_radiograph_3,Arnoglossus_imperialis,Bothidae,Bothidae,A. imp
usnm_282245_Arnoglossus_conspersus_radiograph_1,Arnoglossus_laterna,Bothidae,Bothidae,A. lat
usnm_282245_Arnoglossus_conspersus_radiograph_2,Arnoglossus_laterna,Bothidae,Bothidae,A. lat
usnm_282245_Arnoglossus_conspersus_radiograph_3,Arnoglossus_laterna,Bothidae,Bothidae,A. lat
usnm_282409_Ancylopsetta_cycloidea_radiograph,Ancylopsetta_cycloidea,Paralichthyidae1,Paralichthyidae,A. cyc
usnm_282411_Ancylopsetta_cycloidea_radiograph,Ancylopsetta_cycloidea,Paralichthyidae1,Paralichthyidae,A. cyc
usnm_282412_Ancylopsetta_cycloidea_radiograph,Ancylopsetta_cycloidea,Paralichthyidae1,Paralichthyidae,A. cyc
usnm_282590_Bothus_lunatus_radiograph,Bothus_lunatus,Bothidae,Bothidae,B. lun
usnm_282708_Ammotretis_rostratus_radiograph_1,Ammotretis_rostratus,Rhombosoleidae,Rhombosoleidae,A. ros
usnm_282708_Ammotretis_rostratus_radiograph_2,Ammotretis_rostratus,Rhombosoleidae,Rhombosoleidae,A. ros
usnm_282708_Ammotretis_rostratus_radiograph_3,Ammotretis_rostratus,Rhombosoleidae,Rhombosoleidae,A. ros
usnm_282744_Chascanopsetta_lugubris_radiograph,Chascanopsetta_lugubris,Bothidae,Bothidae,C. lug
usnm_00286092_Gastropsetta_frontalis_radiograph,Gastropsetta_frontalis,Paralichthyidae1,Paralichthyidae,G. fro
usnm_00286096_Gastropsetta_frontalis_radiograph_2,Gastropsetta_frontalis,Paralichthyidae1,Paralichthyidae,G. fro
usnm_286147_Hypsopsetta_guttulata_radiograph,Hypsopsetta_guttulata,Pleuronectidae,Pleuronectidae,H. gut
usnm_286177_Lepidorhombus_boscii_radiograph_1,Lepidorhombus_boscii,Scophthalmidae1,Scophthalmidae,L. bos
usnm_286177_Lepidorhombus_boscii_radiograph_2,Lepidorhombus_boscii,Scophthalmidae1,Scophthalmidae,L. bos
usnm_286177_Lepidorhombus_boscii_radiograph_3,Lepidorhombus_boscii,Scophthalmidae1,Scophthalmidae,L. bos
usnm_286357_Psettodes_belcheri_radiograph,Psettodes_belcheri,Psettodiae,Psettodiae,P. bel
usnm_286358_Psettodes_belcheri_radiograph,Psettodes_belcheri,Psettodiae,Psettodiae,P. bel
usnm_286359_Psettodes_belcheri_radiograph,Psettodes_belcheri,Psettodiae,Psettodiae,P. bel
usnm_286549_Platophrys_radiograph,Platophrys,Bothidae,Bothidae,P. 
usnm_286576_Reinhardtius_hippoglossoides_radiograph,Reinhardtius_hippoglossoides,Pleuronectidae,Pleuronectidae,R. hip
usnm_286578_Rhombosolea_Tapirina_radiograph_1,Rhombosolea_tapirina,Rhombosoleidae,Rhombosoleidae,R. tap
usnm_286578_Rhombosolea_Tapirina_radiograph_2,Rhombosolea_tapirina,Rhombosoleidae,Rhombosoleidae,R. tap
usnm_286578_Rhombosolea_Tapirina_radiograph_3,Rhombosolea_tapirina,Rhombosoleidae,Rhombosoleidae,R. tap
usnm_286626_Syacium_micrurum_radiograph_1,Syacium_micrurum,Paralichthyidae1,Paralichthyidae,Sy. mic
usnm_286626_Syacium_micrurum_radiograph_2,Syacium_micrurum,Paralichthyidae1,Paralichthyidae,Sy. mic
usnm_286626_Syacium_micrurum_radiograph_3,Syacium_micrurum,Paralichthyidae1,Paralichthyidae,Sy. mic
usnm_286826_Aseraggodes_kobensis_radiograph,Aseraggodes_kobensis,Soleidae,Soleidae,A. kob
usnm_286834_Bathysolea_polli_radiograph,Bathysolea_polli,Soleidae,Soleidae,B. pol
usnm_286835_Bathysolea_polli_radiograph,Bathysolea_polli,Soleidae,Soleidae,B. pol
usnm_286835_Bathysolea_polli_radiograph_1,Bathysolea_polli,Soleidae,Soleidae,B. pol
usnm_286840_Achirus_declivis_radiograph_1,Achirus_declivis,Achiridae,Achiridae,A. dec
usnm_286840_Achirus_declivis_radiograph_2,Achirus_declivis,Achiridae,Achiridae,A. dec
usnm_290983_Dicologoglossa_hexophthalma_radiograph,Dicologlossa_hexophthalma,Soleidae,Soleidae,D. hex
usnm_290985_Dicologoglossa_hexophthalma_radiograph,Dicologlossa_hexophthalma,Soleidae,Soleidae,D. hex
usnm_291006_Pegusa_impar_radiograph_bigger,Pegusa_impar,Soleidae,Soleidae,P. imp
usnm_291007_Solea_impar_radiograph_2,Pegusa_impar,Soleidae,Soleidae,P. imp
usnm_291008_Pegusa_impar_radiograph,Pegusa_impar,Soleidae,Soleidae,P. imp
usnm_291008_Pegusa_impar_radiograph_1,Pegusa_impar,Soleidae,Soleidae,P. imp
usnm_291009_Syanapturichthys_kleini_radiograph,Synapturichthys_kleinii,Soleidae,Soleidae,S. kle
usnm_291012_Euryglossa_orientalis_radiograph,Euryglossa_orientalis,Soleidae,Soleidae,E. ori
usnm_291084_Strandichthys_muelleri_radiograph,Dexillus_muelleri,Soleidae,Soleidae,D. mue
usnm_291085_Strandichthys_muelleri_radiograph_3,Dexillus_muelleri,Soleidae,Soleidae,D. mue
usnm_291088_Gymnachirus_melas_radiograph_6,Gymnachirus_melas,Achiridae,Achiridae,G. mel
usnm_291088_Gymnachirus_melas_radiograph_13,Gymnachirus_melas,Achiridae,Achiridae,G. mel
usnm_291088_Gymnachirus_melas_radiograph_15,Gymnachirus_melas,Achiridae,Achiridae,G. mel
usnm_291101_Synapturichthys_kleini_radiograph,Synapturichthys_kleinii,Soleidae,Soleidae,S. kle
usnm_291140_Soleidae_radiograph_1,Soleidae,Soleidae,Soleidae,S. 
usnm_291140_Soleidae_radiograph_2,Soleidae,Soleidae,Soleidae,S. 
usnm_300513_Etropus_crossotus_radiograph_1,Etropus_crossotus,Paralichthyidae1,Paralichthyidae,E. cro
usnm_300513_Etropus_crossotus_radiograph_2,Etropus_crossotus,Paralichthyidae1,Paralichthyidae,E. cro
usnm_304937_Rhombosolea_leporina_radiograph,Rhombosolea_leporina,Rhombosoleidae,Rhombosoleidae,R. lep
usnm_305762_Brachirus_aenea_radiograph,Brachirus_aenea,Soleidae,Soleidae,B. aen
usnm_305762_Brachirus_aenea_radiograph_2,Brachirus_aenea,Soleidae,Soleidae,B. aen
usnm_305762_Brachirus_aenea_radiograph_3,Brachirus_aenea,Soleidae,Soleidae,B. aen
usnm_306352_Glyptocephalus_zachirus_radiograph_1,Glyptocephalus_zachirus,Pleuronectidae,Pleuronectidae,G. zac
usnm_306352_Glyptocephalus_zachirus_radiograph_2,Glyptocephalus_zachirus,Pleuronectidae,Pleuronectidae,G. zac
usnm_306352_Glyptocephalus_zachirus_radiograph_3,Glyptocephalus_zachirus,Pleuronectidae,Pleuronectidae,G. zac
usnm_306429_Pardachirus_balius_radiograph_1,Pardachirus_balius,Soleidae,Soleidae,P. bal
usnm_306429_Pardachirus_balius_radiograph_2,Pardachirus_balius,Soleidae,Soleidae,P. bal
usnm_307566_Laeops_nigromaculatus_radiograph_1,Laeops_nigromaculatus,Bothidae,Bothidae,L. nig
usnm_307566_Laeops_nigromaculatus_radiograph_2,Laeops_nigromaculatus,Bothidae,Bothidae,L. nig
usnm_307566_Laeops_nigromaculatus_radiograph_3,Laeops_nigromaculatus,Bothidae,Bothidae,L. nig
usnm_308017_Citharoides_macrolepis_radiograph_1,Citharoides_macrolepis,Citharidae,Citharidae,C. macrolepis
usnm_308017_Citharoides_macrolepis_radiograph_2,Citharoides_macrolepis,Citharidae,Citharidae,C. macrolepis
usnm_308017_Citharoides_macrolepis_radiograph_3,Citharoides_macrolepis,Citharidae,Citharidae,C. macrolepis
usnm_316767_Symphurus_plagiusa_radiograph_1,Symphurus_plagiusa,Cynoglossidae,Cynoglossidae,S. pla
usnm_316767_Symphurus_plagiusa_radiograph_2,Symphurus_plagiusa,Cynoglossidae,Cynoglossidae,S. pla
usnm_316767_Symphurus_plagiusa_radiograph_3,Symphurus_plagiusa,Cynoglossidae,Cynoglossidae,S. pla
usnm_320592_Peltorhamphus_novaezelandiae_radiograph_1,Peltorhamphus_novaezeelandiae,Rhombosoleidae,Rhombosoleidae,P. nov
usnm_320592_Peltorhamphus_novaezelandiae_radiograph_2,Peltorhamphus_novaezeelandiae,Rhombosoleidae,Rhombosoleidae,P. nov
usnm_320592_Peltorhamphus_novaezelandiae_radiograph_3,Peltorhamphus_novaezeelandiae,Rhombosoleidae,Rhombosoleidae,P. nov
usnm_340538_Euryglossa_sorsogonensis_radiograph,Euryglossa_sorsogonensis,Soleidae,Soleidae,E. sor
usnm_345415_Psettodes_erumei_radiograph,Psettodes_erumei,Psettodiae,Psettodiae,P. eru
usnm_349048_Bothus_lunatus_radiograph,Bothus_lunatus,Bothidae,Bothidae,B. lun
usnm_357926_Arnoglossus_imperialis_radiograph_1,Arnoglossus_imperialis,Bothidae,Bothidae,A. imp
usnm_357926_Arnoglossus_imperialis_radiograph_4,Arnoglossus_imperialis,Bothidae,Bothidae,A. imp
usnm_357926_Arnoglossus_imperialis_radiograph_5,Arnoglossus_imperialis,Bothidae,Bothidae,A. imp
usnm_358229_Gymnachirus_texae_radiograph,Gymnachirus_texae,Achiridae,Achiridae,G. tex
usnm_359466_Bothus_lunatus_radiograph,Bothus_lunatus,Bothidae,Bothidae,B. lun
usnm_361608_Psettodes_erumei_radiograph,Psettodes_erumei,Psettodiae,Psettodiae,P. eru
usnm_362262_Hippoglossina_bollmani_radiograph,Hippoglossina_bollmani,Paralichthyidae1,Paralichthyidae,H. bol
usnm_362276_Hippoglossina_bollmani_radiograph,Hippoglossina_bollmani,Paralichthyidae1,Paralichthyidae,H. bol
usnm_362276_Hippoglossina_bollmani_radiograph_1,Hippoglossina_bollmani,Paralichthyidae1,Paralichthyidae,H. bol
usnm_362302_Paralichthys_adspersus_radiograph_1,Paralichthys_adspersus,Paralichthyidae2,Paralichthyidae,P. ads
usnm_362302_Paralichthys_adspersus_radiograph_2,Paralichthys_adspersus,Paralichthyidae2,Paralichthyidae,P. ads
usnm_362302_Paralichthys_adspersus_radiograph_3,Paralichthys_adspersus,Paralichthyidae2,Paralichthyidae,P. ads
usnm_362478_Asterorhombus_fijiensis_radiograph,Asterorhombus_cocosensis,Bothidae,Bothidae,A. coc
usnm_362482_Citharus_linguatula_radiograph,Citharus_linguatula,Citharidae,Citharidae,C. lin
usnm_362485_Citharus_linguatula_radiograph,Citharus_linguatula,Citharidae,Citharidae,C. lin
usnm_362485_Citharus_linguatula_radiograph_1,Citharus_linguatula,Citharidae,Citharidae,C. lin
usnm_362498_Laeops_kithaharae_radiograph,Laeops_kitaharae,Bothidae,Bothidae,L. kit
usnm_362503_Lioglossina_tetrophthalmus_radiograph,Lioglossina_tetrophthalmus,Paralichthyidae1,Paralichthyidae,L. tet
usnm_362514_Perrissias_taeniopterus_radiograph,Perrissias_taeniopterus,Bothidae,Bothidae,P. tae
usnm_362515_Perrissias_taeniopterus_radiograph,Perrissias_taeniopterus,Bothidae,Bothidae,P. tae
usnm_362523_Mancopsetta_maculata_radiograph_1,Mancopsetta_maculata,Achiropsettidae,Achiropsettidae,M. mac
usnm_362528_Mancopsetta_maculata_radiograph_1,Mancopsetta_maculata,Achiropsettidae,Achiropsettidae,M. mac
usnm_362528_Mancopsetta_maculata_radiograph_2,Mancopsetta_maculata,Achiropsettidae,Achiropsettidae,M. mac
